1.949323866933131977e-01 -2.612095829098260921e-02
-1.688502525340121740e-01 8.128724834754186279e-01
-5.580538223205609716e-02 6.448190918075946687e-01
-1.118760030737997180e-01 4.767492452766178279e-01
2.654427010599741052e-02 -1.113716323880560161e-01
1.072762503061521905e-01 6.762792372409510699e-01
-4.445620807678252184e-01 6.069467064803774070e-01
5.047297520030004092e-01 5.571126859670227915e-01
2.336954492054076071e-02 2.773072307047911092e-02
-2.240666658179183215e-02 -2.275289812627200037e-01
2.149476344016103269e-01 -1.704193711608891493e-01
-4.034297832226684671e-02 8.275511160935770938e-02
-9.225530472405359117e-02 1.202088162837496421e+00
-1.497837239417353916e-01 1.325785904800259318e-01
9.632214216286157094e-02 4.452236495244194653e-02
-1.769878422070070845e-01 1.249809518197884772e+00
2.815624029229427117e-02 6.953655050554619077e-01
-1.004085459320545742e-01 2.104018340273333121e-01
-3.175325308517127354e-01 5.503864656383626874e-01
-2.983787714843991884e-02 -7.760383021843213214e-02
-3.607607063011444848e-01 3.288900673849227130e-01
-2.515098112443023837e-01 6.225800526743695551e-01
4.480712051486950009e-02 -5.507667769391568768e-01
1.025078983264262750e-01 -5.735821998153408513e-02
4.372587075627643732e-02 -3.291037558954316711e-01
2.547008449528021523e-01 -1.992401524593601092e-01
-4.007090500621421358e-01 -6.187408950956974074e-01
-4.595695293221955385e-02 3.794377386648629669e-01
-1.121666961170890847e-01 -6.520247134483018181e-01
2.786599519773130251e-01 -4.458120031313794751e-01
2.314551499052918959e-01 -1.117462685619750928e+00
-4.612700032373792669e-01 2.247691452292992220e-01
2.156009724826386809e-01 3.465087026329187192e-01
3.805034195469475522e-02 -8.880955823730656007e-02
-1.778041709014844818e-01 -6.041920480791458381e-01
1.792830848521292583e-02 -3.282875567835360497e-01
2.382728089128045845e-01 3.701858218665242117e-01
-3.193113333819545541e-01 -6.769348140161061123e-01
-2.059631237515152091e-01 -3.006902520918762201e-01
-2.713416613251587797e-02 9.728069285166698332e-01
-2.649554239160192282e-01 4.861561522560728377e-01
2.694211989653417794e-01 2.214133121153802342e-01
6.927267573176701387e-02 -6.372019561102978957e-02
-3.601106523779381563e-01 2.384172640352267003e-01
-3.581778619857112766e-01 1.775441068157500857e-01
-2.905344372785336193e-01 -6.380006139191900516e-01
-4.345662984243648524e-02 -1.218132315539173005e+00
7.861763959816990555e-02 -6.318294915664914857e-01
5.272550467298637855e-01 3.090891239379494615e-01
1.067399224513497502e-01 9.067306025647616785e-01
-1.020673285678209002e-01 -2.877116599055958845e-01
1.854954319319303824e-01 -2.211404800243042534e-01
2.599562307815846962e-01 2.224285304217358816e-01
